Air temperature [K],Process temperature [K],Torque [Nm],Tool wear [min],Rotational speed [rad/s],Power [W],type_encoded
300.2,311.3,31.2,73,166.19025137490004,5185.1358428968815,2
300.3,311.5,40.9,76,160.01178582284012,6544.482040154161,2
300.4,311.6,49.9,79,146.71237692264333,7320.947608439902,2
300.3,311.5,45.0,82,151.42476590302803,6814.114465636261,1
300.2,311.4,44.2,84,149.22565104551518,6595.773776211771,1
300.2,311.4,22.6,86,198.02505693127662,4475.366286646852,1
300.2,311.5,42.8,88,152.2625239439853,6516.83602480257,0
300.1,311.4,40.9,93,149.74924982111347,6124.74431768354,1
300.2,311.4,43.6,95,156.55603390389135,6825.843078209663,1
300.3,311.4,41.6,97,161.6873019047547,6726.191759237795,1
300.3,311.4,34.3,99,162.73449945595127,5581.793331339128,2
300.2,311.3,37.3,102,156.1371548834127,5823.915877151294,2
300.3,311.3,40.7,105,159.69762655748113,6499.693400889482,1
300.3,311.3,39.6,107,157.60323145508795,6241.087965621483,1
300.3,311.4,50.2,109,143.57078426905355,7207.253370306488,2
300.3,311.3,60.5,112,139.4867138193868,8438.946186072902,1
300.3,311.4,37.0,114,154.04275978101953,5699.582111897723,1
300.4,311.5,27.3,116,183.25957145940458,5002.986300841745,2
300.3,311.4,48.1,119,145.14158059584844,6981.3100266603105,2
300.4,311.4,56.2,122,141.89526818713898,7974.514072117211,2
300.3,311.3,53.8,125,144.1991027997715,7757.911730627707,2
300.3,311.1,49.4,128,145.35102010608776,7180.3403932407355,1
300.3,311.1,58.7,130,141.3716694115407,8298.516994457439,2
300.4,311.2,23.4,133,191.74187162409703,4486.75979600387,2
300.3,311.2,65.2,136,144.61798182025015,9429.09241468031,2
300.3,311.2,25.6,139,186.71532337835336,4779.912278485846,2
300.3,311.0,34.7,142,168.9129650080112,5861.27988577799,1
300.2,311.0,14.7,144,248.18581963359364,3648.3315486138263,2
300.2,311.0,33.7,147,170.37904157968643,5741.773701235433,1
300.2,311.0,71.8,149,131.423292675173,9436.19241407742,1
300.2,311.0,27.5,151,186.0870048476354,5117.3926333099735,0
300.3,311.1,30.9,156,168.17992672217358,5196.7597357151635,1
300.3,311.1,28.6,158,175.51030958054977,5019.594854003723,1
300.3,311.1,37.1,160,168.07520696705393,6235.590178477701,1
300.4,311.1,37.4,162,155.71827586293406,5823.863517273734,1
300.4,311.2,46.5,164,154.04275978101953,7162.988329817408,1
300.3,311.1,44.2,166,154.67107831173746,6836.461661378797,2
300.4,311.2,32.0,169,160.22122533307945,5127.079210658542,1
300.4,311.2,28.9,171,175.19615031519078,5063.1687441090135,1
300.4,311.2,56.8,173,150.37756835183143,8541.445882384025,1
300.4,311.3,51.2,175,156.55603390389135,8015.668935879237,1
300.4,311.2,56.1,177,143.04718549345523,8024.947106182839,2
300.4,311.2,45.3,180,155.92771537317338,7063.525506404754,0
300.3,311.1,46.6,185,154.98523757709646,7222.312071092695,1
300.4,311.2,37.3,187,154.14747953613917,5749.700986697991,1
300.4,311.1,50.8,189,146.2934979021647,7431.709693429966,1
300.4,311.1,35.5,191,166.39969088513936,5907.189026422448,1
300.4,311.1,54.1,193,147.13125594312197,7959.800946522899,1
300.4,311.1,20.1,195,210.8008670558751,4237.09742782309,1
300.4,311.0,26.0,197,188.7049987256269,4906.329966866299,1
300.4,311.0,46.1,199,150.06340908647243,6917.9231588863795,2
300.5,311.1,61.3,202,135.71680263507906,8319.440001530345,2
300.5,311.2,36.6,205,162.4203401905923,5944.584450975678,2
300.5,311.2,67.5,208,132.9940890019679,8977.101007632833,1
300.6,311.3,38.5,0,160.3259450881991,6172.548885895665,1
300.5,311.2,45.2,2,146.2934979021647,6612.466105177844,0
300.5,311.1,37.2,7,162.00146117011366,6026.454355528229,1
300.5,311.0,18.9,9,217.18877211817434,4104.867793033494,1
300.5,311.1,42.6,11,156.1371548834127,6651.442798033381,1
300.5,311.0,28.3,13,184.20204925548154,5212.9179939301275,1
300.4,311.0,35.4,15,167.02800941585733,5912.79153332135,2
300.4,311.2,62.0,18,141.47638916666034,8771.53612833294,1
300.4,311.2,28.7,20,178.5471824790199,5124.304137147871,1
300.4,311.2,43.6,22,147.23597569824162,6419.488540443334,1
300.4,311.3,34.6,24,171.63567864112235,5938.594480982833,1
300.4,311.3,20.3,26,212.16222387243067,4306.8931446103425,0
300.4,311.3,56.5,31,141.3716694115407,7987.49932175205,2
300.5,311.3,41.1,34,153.72860051566053,6318.245481193648,2
300.5,311.4,27.1,37,171.94983790648135,4659.840607265644,1
300.5,311.3,41.8,39,156.03243512829306,6522.155788362649,1
300.5,311.3,43.4,41,157.81267096532727,6849.069919895203,2
300.5,311.4,32.7,44,168.7035254977719,5516.605283777141,1
300.5,311.4,27.6,46,182.52653317356697,5037.732315590449,2
300.5,311.3,46.3,49,154.46163880149817,7151.573876509365,1
300.5,311.4,47.5,51,149.9586893313528,7123.037743239257,1
300.5,311.4,47.0,53,151.0058868825494,7097.276683479821,1
300.6,311.4,40.4,55,153.72860051566053,6210.635460832686,2
300.5,311.4,45.3,58,162.9439389661906,7381.3604351684335,1
300.5,311.4,51.4,60,137.3923187169936,7061.965182053471,2
300.6,311.5,47.0,63,152.7861227195836,7180.947767820429,1
300.5,311.5,36.9,65,172.89231570255828,6379.7264494244,1
300.5,311.5,38.4,67,156.03243512829306,5991.645508926454,1
300.6,311.6,31.5,69,154.25219929125885,4858.944277674654,2
300.6,311.7,29.9,72,181.58405537749005,5429.363255786952,1
300.6,311.7,45.5,74,157.81267096532727,7180.476528922391,1
300.6,311.7,34.9,76,162.9439389661906,5686.743469920051,1
300.5,311.6,53.5,78,141.47638916666034,7568.986820416329,0
300.5,311.7,44.8,83,151.32004614790836,6779.138067426294,1
300.5,311.7,32.7,85,169.54128353872918,5543.999971716445,1
300.5,311.7,64.0,87,132.88936924684825,8504.919631798288,2
300.5,311.6,37.7,90,160.6401043535581,6056.13193412914,1
300.5,311.6,49.3,92,151.2153263927887,7454.915591164483,1
300.5,311.6,26.8,94,182.63125292868662,4894.5175784888015,1
300.4,311.5,44.6,96,150.90116712742972,6730.192053883366,1
300.3,311.3,40.7,98,157.7079512102076,6418.71361425545,2
300.3,311.4,38.5,101,159.8023463126008,6152.390333035131,1
300.4,311.5,29.7,103,178.44246272390023,5299.741142899837,1
300.4,311.4,52.4,105,151.32004614790836,7929.170418150397,0
300.5,311.5,35.9,110,173.93951325375488,6244.4285258098,1
300.5,311.4,41.8,112,153.5191610054212,6417.100930026606,1
300.4,311.3,35.1,114,168.3893662324129,5910.466754757693,1
300.4,311.4,57.3,116,141.58110892178001,8112.597541217994,2
300.4,311.4,31.7,119,167.97048721193426,5324.664444618315,2
300.4,311.4,50.7,122,149.4350905557545,7576.359091176753,0
300.4,311.4,44.6,127,149.1209312903955,6650.793535551639,1
300.4,311.4,29.3,129,174.04423300887453,5099.496027160024,1
300.4,311.4,23.9,131,202.7374459116613,4845.424957288705,1
300.4,311.4,31.7,133,180.95573684677208,5736.296858042675,1
300.4,311.4,28.8,135,162.52505994571194,4680.7217264365045,1
300.4,311.5,29.0,137,174.04423300887453,5047.2827572573615,0
300.3,311.4,57.7,142,140.63863112570306,8114.849015953067,1
300.4,311.5,32.6,144,154.5663585566178,5038.863288945741,2
300.3,311.4,51.1,147,140.95279039106205,7202.687588983271,1
300.4,311.5,44.6,149,156.24187463853238,6968.387608878545,1
300.3,311.5,41.5,151,161.26842288427605,6692.6395496974565,2
300.4,311.5,32.5,154,167.13272917097697,5431.8136980567515,1
300.5,311.6,47.8,156,161.3731426393957,7713.636218163114,1
300.5,311.6,30.0,158,173.93951325375488,5218.185397612647,1
300.4,311.6,55.4,160,142.31414720761762,7884.203755302016,2
300.5,311.6,42.4,163,160.01178582284012,6784.499718888421,1
300.5,311.6,52.9,165,130.48081487909607,6902.435107104182,2
300.5,311.6,32.5,168,164.93361431346412,5360.342465187584,1
300.5,311.6,30.4,170,173.6253539883959,5278.210761247235,2
300.5,311.6,54.8,173,145.03686084072876,7948.019974071935,1
300.5,311.7,50.3,175,152.2625239439853,7658.804954382459,0
300.5,311.6,40.5,180,156.76547341413067,6349.0016732722925,1
300.6,311.7,50.8,182,149.1209312903955,7575.343309552091,2
300.6,311.7,43.9,185,160.01178582284012,7024.5173976226815,1
300.6,311.8,37.0,187,161.16370312915637,5963.057015778786,1
300.7,311.8,58.4,189,139.90559283986545,8170.486621848142,1
300.5,311.6,37.6,191,159.69762655748113,6004.63075856129,1
300.5,311.6,51.1,193,152.4719634542246,7791.317332510877,2
300.5,311.7,17.2,196,224.20499571119157,3856.325926232495,2
300.5,311.6,39.1,199,154.5663585566178,6043.544619563757,2
300.5,311.6,47.2,202,158.0221104755666,7458.643614446743,1
300.5,311.6,45.4,204,151.52948565814768,6879.438648879905,1
300.6,311.7,49.1,206,151.63420541326735,7445.239485791427,1
300.6,311.7,52.6,208,149.53981031087415,7865.79402235198,1
300.6,311.7,52.1,210,145.4557398612074,7578.244046768906,2
300.7,311.7,32.4,213,171.2167996206437,5547.424307708856,1
300.7,311.7,43.7,215,146.08405839192537,6383.873351727139,1
300.7,311.8,43.7,217,151.11060663766904,6603.533510066138,1
300.7,311.7,49.1,219,147.86429422895958,7260.136846641915,2
300.7,311.7,43.5,222,159.59290680236148,6942.291445902724,1
300.7,311.8,42.4,224,147.3406954533613,6247.245487222519,2
300.8,311.7,43.5,227,146.2934979021647,6363.767158744164,1
300.7,311.7,36.9,229,157.49851169996828,5811.695081728829,2
300.7,311.7,18.9,232,219.59732648592652,4150.389470584011,2
300.6,311.7,39.8,0,162.62977970083162,6472.665232093098,1
300.6,311.7,39.2,2,149.9586893313528,5878.38062178903,1
300.5,311.6,36.5,4,165.14305382370344,6027.721464565176,2
300.5,311.5,56.1,7,143.46606451393387,8048.4462192316905,2
300.5,311.6,36.2,10,157.7079512102076,5709.027833809516,0
300.6,311.6,21.4,15,205.6695990550118,4401.329419777252,1
300.6,311.7,36.7,17,157.07963267948966,5764.822519337271,0
300.6,311.7,47.7,22,155.82299561805374,7432.756890981163,1
300.6,311.5,60.2,24,134.25072606340382,8081.89370901691,0
300.5,311.4,45.1,29,146.60765716752368,6612.005338255319,1
300.6,311.5,38.6,31,148.59733251479722,5735.8570350711725,1
300.7,311.5,40.6,33,150.90116712742972,6126.587385373647,2
300.7,311.6,62.5,36,141.16222990130137,8822.639368831336,2
300.8,311.7,38.7,39,153.72860051566053,5949.296839956063,0
300.7,311.7,30.8,44,178.12830345854127,5486.351746523072,2
300.7,311.7,23.6,47,195.1976235430458,4606.663915615882,0
300.6,311.6,31.8,52,170.69320084504542,5428.043786872445,2
300.5,311.5,49.7,55,137.81119773747224,6849.216527552371,1
300.5,311.5,31.2,57,178.86134174437888,5580.473862424621,1
300.5,311.4,27.5,59,175.82446884590874,4835.17289326249,0
300.5,311.4,32.3,64,178.96606149949855,5780.603786433802,1
300.5,311.4,41.5,66,151.32004614790836,6279.781915138196,1
300.5,311.4,51.9,68,145.56045961632708,7554.5878540873755,2
300.4,311.4,55.5,71,137.07815945163463,7607.8378495657225,1
300.5,311.5,37.6,73,156.97491292437,5902.256725956312,1
300.5,311.4,18.8,75,216.97933260793502,4079.2114530291788,2
300.5,311.5,43.0,78,155.71827586293406,6695.8858621061645,1
300.5,311.5,49.6,80,136.34512116579702,6762.718009823533,1
300.5,311.5,48.2,82,144.30382255489116,6955.444247145754,2
300.5,311.6,53.0,85,142.94246573833559,7575.950684131786,1
300.6,311.7,44.6,87,149.4350905557545,6664.805038786651,0
300.6,311.7,33.3,92,160.74482410867773,5352.802642818968,0
300.5,311.6,41.7,97,154.5663585566178,6445.417151810963,0
300.5,311.6,42.4,102,149.22565104551518,6327.167604329843,1
300.5,311.7,54.7,104,147.5501349636006,8070.992382508954,1
300.5,311.6,30.2,106,181.1651763570114,5471.188325981744,1
300.5,311.6,41.4,108,152.2625239439853,6303.668491280991,2
300.6,311.7,26.9,111,182.63125292868662,4912.78070378167,1
300.8,311.9,29.0,113,184.41148876572086,5347.933174205905,2
300.7,311.9,30.9,116,173.52063423327624,5361.787597808236,2
300.7,311.8,47.0,119,148.70205226991686,6988.996456686093,1
300.7,311.9,59.2,121,139.17255455402784,8239.015229598448,0
300.6,311.9,44.2,126,154.14747953613917,6813.318595497351,1
300.6,312.0,30.1,128,163.9911365173872,4936.133209173355,1
300.6,312.0,42.7,130,149.74924982111347,6394.292967361545,1
300.6,312.0,40.9,132,155.0899573322161,6343.179254887638,1
300.6,312.0,29.4,134,174.8819910498318,5141.530536865055,1
300.6,312.0,55.1,136,147.23597569824162,8112.702260973113,1
300.6,312.1,46.9,138,141.79054843201934,6649.976721461707,0
300.5,312.0,19.3,143,207.86871391252464,4011.8661785117256,2
300.5,312.0,60.8,146,132.26105071613028,8041.471883540721,2
300.5,311.9,31.1,149,165.0383340685838,5132.692189532956,1
300.5,312.0,45.1,151,152.15780418886564,6862.31696891784,1
300.5,312.0,39.0,153,154.77579806685713,6036.256124607428,1
300.5,311.9,57.9,155,138.54423602330988,8021.711265749642,2
300.5,311.9,28.4,158,179.0707812546182,5085.610187631157,1
300.4,311.7,59.5,160,137.60175822723292,8187.304614520359,1
300.4,311.7,39.6,162,152.89084247470325,6054.477361998249,1
300.4,311.7,45.4,164,157.91739072044692,7169.44953870829,2
300.5,311.8,55.3,167,139.38199406426716,7707.824271753973,2
300.4,311.7,47.4,170,158.65042900628455,7520.030334897888,1
300.4,311.6,33.0,172,175.30087007031045,5784.928712320245,1
300.4,311.7,51.2,174,151.2153263927887,7742.224711310782,1
300.4,311.7,42.6,176,146.39821765728436,6236.5640722003145,2
300.4,311.7,24.2,179,191.8465913792167,4642.687511377044,2
300.5,311.8,42.0,182,166.60913039537868,6997.583476605905,2
300.4,311.7,39.9,185,154.77579806685713,6175.554342867599,2
300.4,311.8,47.6,188,142.6283064729766,6789.107388113686,2
300.5,311.8,57.9,191,143.25662500369455,8294.558587713915,1
300.3,311.7,28.3,193,180.43213807117377,5106.229507414218,2
300.4,311.8,30.8,196,176.87166639710534,5447.6473250308445,1
300.4,311.8,59.2,198,133.2035285122072,7885.648887922667,1
300.4,311.7,33.0,200,158.2315499858059,5221.641149531595,2
300.4,311.6,30.8,203,179.59438003021648,5531.506904930668,0
300.3,311.5,43.8,0,146.60765716752368,6421.415383937537,2
300.4,311.6,76.6,3,125.66370614359172,9625.839890599125,1
300.4,311.7,38.7,5,162.83921921107094,6301.877783468446,2
300.3,311.6,56.2,8,149.4350905557545,8398.252089233403,0
300.3,311.4,52.7,13,138.02063724771156,7273.6875829544,1
300.2,311.4,54.6,15,138.12535700283124,7541.644492354586,0
300.2,311.4,20.9,20,205.25072003453315,4289.740048721743,2
300.3,311.5,38.9,23,162.52505994571194,6322.224831888195,1
300.3,311.5,32.2,25,162.1061809252333,5219.819025792513,1
300.3,311.6,29.5,27,178.96606149949855,5279.498814235208,1
300.3,311.5,41.0,29,153.3097214951819,6285.698581302458,0
300.3,311.4,24.8,34,184.20204925548154,4568.210821535942,1
300.3,311.5,31.9,36,171.11207986552407,5458.475347710218,1
300.3,311.5,33.6,38,174.1489527639942,5851.404812870205,1
300.3,311.5,47.3,40,151.32004614790836,7157.438182796065,2
300.3,311.5,25.6,43,177.4999849278233,4543.999614152277,1
300.4,311.6,39.0,45,158.85986851652387,6195.534872144432,1
300.5,311.7,26.8,47,189.64747652170382,5082.552370781663,1
300.4,311.6,23.5,49,190.06635554218246,4466.559355241288,1
300.4,311.7,40.0,51,158.44098949604523,6337.639579841809,1
300.4,311.6,36.4,53,158.96458827164352,5786.311013087824,2
300.3,311.5,28.8,56,174.56783178447282,5027.5535553928175,1
300.3,311.5,60.1,58,146.92181643288265,8830.001167616247,1
300.2,311.5,42.1,60,144.82742133048944,6097.2344380136055,1
300.3,311.5,46.2,62,153.5191610054212,7092.585238450461,1
300.3,311.5,47.5,64,144.30382255489116,6854.43157135733,1
300.2,311.5,40.9,66,162.00146117011366,6625.859761857649,2
300.2,311.5,38.5,69,156.55603390389135,6027.4073052998165,1
300.1,311.4,29.3,71,181.06045660189173,5305.0713784354275,1
300.1,311.4,47.7,73,148.49261275967754,7083.097628636619,1
300.1,311.4,40.4,75,155.50883635269474,6282.556988648867,0
300.1,311.5,40.8,80,150.1681288415921,6126.859656736958,1
300.2,311.6,55.8,82,148.17845349431857,8268.357704982976,2
300.1,311.6,29.6,85,175.30087007031045,5188.90575408119,0
300.1,311.5,52.4,90,152.2625239439853,7978.556254664829,1
300.0,311.4,39.0,92,154.5663585566178,6028.087983708095,1
300.0,311.5,28.3,94,189.7521962768235,5369.9871546341055,1
300.0,311.4,41.9,96,143.8849435344125,6028.779134091884,1
300.1,311.4,40.6,98,159.59290680236148,6479.472016175877,2
300.0,311.4,49.6,101,144.82742133048944,7183.440097992277,1
299.9,311.3,58.2,103,149.6445300659938,8709.31164984084,1
299.8,311.3,41.2,105,158.85986851652387,6545.026582880784,2
299.9,311.4,44.9,108,154.98523757709646,6958.837167211631,2
299.9,311.4,28.8,111,178.65190223413956,5145.1747843432195,1
300.0,311.5,48.6,113,141.26694965642102,6865.573753302062,1
300.0,311.5,49.0,115,151.94836467862632,7445.46986925269,2
299.9,311.4,36.7,118,170.37904157968643,6252.910825974493,1
300.0,311.4,35.4,120,160.95426361891705,5697.780932109664,2
300.1,311.5,17.0,123,232.26841685540535,3948.5630865418907,1
300.0,311.4,39.0,125,153.5191610054212,5987.247279211428,2
300.0,311.5,32.0,128,174.46311202935317,5582.819584939301,1
300.0,311.5,41.7,130,152.36724369910496,6353.714062252678,1
300.0,311.4,24.6,132,201.79496811558437,4964.156215643376,1
299.9,311.3,28.4,134,178.3377429687806,5064.791900313368,2
299.8,311.2,35.9,137,160.5353845984384,5763.220307083939,1
299.8,311.3,25.4,139,186.92476288859268,4747.888977370254,0
299.8,311.2,16.6,144,224.30971546631122,3723.5412767407665,1
299.8,311.2,46.2,146,143.36134475881423,6623.294127857218,1
299.8,311.2,29.2,148,178.65190223413956,5216.635545236875,2
299.9,311.3,24.4,151,188.7049987256269,4604.401968905296,1
299.9,311.3,41.8,153,147.96901398407925,6185.104784534512,0
300.0,311.3,53.2,158,155.4041165975751,8267.499002990995,1
299.9,311.3,38.1,160,160.74482410867773,6124.377798540622,1
299.9,311.2,35.5,162,165.35249333394276,5870.013513354968,2
299.8,311.1,64.2,165,136.1356816555577,8739.910762286805,1
299.8,311.1,44.3,167,152.053084433746,6735.951640414947,2
299.8,311.1,35.7,170,163.57225749690855,5839.529592639636,2
299.8,311.2,28.3,173,174.25367251911385,4931.378932290922,1
299.9,311.2,35.8,175,156.55603390389135,5604.70601375931,0
300.0,311.4,42.6,180,160.5353845984384,6838.807383893477,2
300.0,311.4,37.0,183,155.4041165975751,5749.952314110278,1
300.0,311.4,38.7,185,167.97048721193426,6500.457855101856,1
300.0,311.4,45.6,187,155.29939684245542,7081.652496015968,1
300.1,311.5,34.7,189,162.21090068035298,5628.718253608249,1
300.1,311.4,35.0,191,167.97048721193426,5878.967052417699,1
300.2,311.5,31.0,193,176.4527873766267,5470.036408675428,1
300.2,311.6,49.2,195,143.6755040241732,7068.8347979893215,1
300.3,311.6,47.4,197,143.8849435344125,6820.146323531153,1
300.2,311.6,31.0,199,168.17992672217358,5213.577728387381,1
300.1,311.5,47.2,201,154.04275978101953,7270.8182616641225,1
300.1,311.5,31.1,203,173.73007374351556,5403.0052934233345,1
300.1,311.7,48.5,205,146.60765716752368,7110.471372624898,2
300.1,311.7,42.6,208,157.39379194484863,6704.975536850552,1
300.2,311.8,23.2,210,188.28611970514825,4368.23797715944,1
300.2,311.6,35.0,212,168.3893662324129,5893.627818134451,2
300.2,311.6,50.9,215,138.4395162681902,7046.571378050881,1
300.2,311.6,37.7,217,162.00146117011366,6107.455086113286,0
300.3,311.7,47.9,222,143.8849435344125,6892.088795298359,2
300.3,311.7,36.8,0,151.52948565814768,5576.285072219835,2
300.4,311.7,47.2,3,143.78022377929287,6786.426562382624,1
300.3,311.7,37.5,5,158.65042900628455,5949.391087735671,1
300.3,311.7,56.5,7,137.91591749259192,7792.249338331443,1
300.3,311.8,37.2,9,162.4203401905923,6042.036655090034,1
300.3,311.8,32.1,11,166.71385015049836,5351.5145898309975,2
300.4,311.8,42.2,14,150.06340908647243,6332.675863449137,1
300.5,311.9,43.1,16,149.9586893313528,6463.219510181305,1
300.5,311.9,51.7,18,141.3716694115407,7308.915308576654,1
300.5,311.9,44.8,20,143.46606451393387,6427.279690224237,2
300.5,312.0,44.6,23,148.17845349431857,6608.759025846609,1
300.5,312.0,42.9,25,156.87019316925034,6729.7312869608395,1
300.5,312.0,54.1,27,144.7227015753698,7829.498155227506,2
300.5,311.9,44.5,30,158.2315499858059,7041.303974368363,2
300.5,311.9,59.5,33,139.2772743091475,8286.997821394276,1
300.5,311.9,50.5,35,144.82742133048944,7313.784777189717,1
300.5,311.9,49.4,37,149.8539695762331,7402.786097065916,1
300.5,312.0,38.1,39,152.99556222982292,5829.130920956253,1
300.4,311.9,46.7,41,150.58700786207075,7032.413267158704,0
300.5,312.0,27.7,46,186.29644435787472,5160.4115087131295,2
300.6,312.1,52.3,49,135.40264336972007,7081.558248236359,2
300.6,312.2,54.7,52,136.973439696515,7492.44715139937,1
300.6,312.3,37.2,54,160.43066484331877,5968.020732171459,1
300.7,312.4,38.6,56,153.93804002589985,5942.008344999735,1
300.7,312.3,37.9,58,162.1061809252333,6143.824257066342,1
300.7,312.3,24.0,60,198.75809521711423,4770.194285210741,1
300.7,312.2,49.0,62,139.80087308474577,6850.242781152543,0
300.7,312.3,53.8,67,148.70205226991686,8000.170412121527,1
300.7,312.3,49.0,69,148.49261275967754,7276.1380252242,1
300.8,312.3,40.3,71,160.74482410867773,6478.016411579712,2
300.7,312.4,47.2,74,152.57668320934428,7201.619447481051,0
300.8,312.4,39.1,79,156.34659439365203,6113.151840791795,1
300.7,312.3,27.3,81,174.8819910498318,4774.278355660408,0
300.7,312.3,45.4,86,151.42476590302803,6874.684371997472,0
300.8,312.4,59.1,91,153.41444125030156,9066.793477892823,1
300.7,312.3,36.3,93,166.50441064025904,6044.110106241403,1
300.6,312.2,18.5,95,227.66074763014032,4211.723831157596,2
300.7,312.4,37.9,98,166.50441064025904,6310.5171632658175,1
300.7,312.3,33.2,100,165.14305382370344,5482.7493869469545,1
300.7,312.4,61.7,102,143.57078426905355,8858.317389400605,2
300.8,312.4,25.6,105,185.0398072964388,4737.019066788834,1
300.8,312.5,39.2,107,158.85986851652387,6227.306845847736,1
300.9,312.6,40.6,109,162.83921921107094,6611.272299969481,2
300.9,312.7,43.8,112,148.28317324943822,6494.802988325394,1
300.8,312.6,35.6,114,166.29497113001972,5920.100972228703,2
300.8,312.6,50.0,117,148.91149178015618,7445.574589007809,1
300.8,312.6,53.6,119,144.09438304465183,7723.458931193339,1
300.8,312.5,50.7,121,150.1681288415921,7613.524132268721,1
300.8,312.5,47.3,123,149.01621153527586,7048.466805618547,1
300.9,312.4,52.5,125,142.8377459832159,7498.981664118835,1
300.8,312.4,23.8,127,191.11355309337907,4548.502563622422,1
300.8,312.4,44.5,129,142.94246573833559,6360.939725355934,1
300.7,312.3,47.2,131,149.74924982111347,7068.164591556556,2
300.8,312.3,44.8,134,150.27284859671175,6732.223617132686,1
300.8,312.4,25.1,136,189.64747652170382,4760.151660694766,2
300.8,312.4,43.7,139,153.41444125030156,6704.211082638179,2
300.9,312.4,51.0,142,143.6755040241732,7327.450705232833,1
300.8,312.3,26.3,144,194.56930501232785,5117.172721824222,1
300.7,312.3,26.8,146,179.59438003021648,4813.129384809802,1
300.7,312.2,38.5,148,166.50441064025904,6410.419809649973,1
300.8,312.2,25.7,150,174.25367251911385,4478.3193837412255,2
300.7,312.1,36.9,153,158.33626974092556,5842.608353440153,1
300.7,312.1,44.0,155,156.87019316925034,6902.288499447015,1
300.7,312.1,41.9,157,146.08405839192537,6120.922046621673,1
300.7,312.1,43.1,159,156.03243512829306,6724.997954029431,0
300.8,312.1,35.1,164,159.90706606772045,5612.738018976988,0
300.8,312.1,37.1,169,158.33626974092556,5874.275607388338,1
300.9,312.1,42.4,171,154.3569190463785,6544.733367566448,1
300.8,312.1,41.3,173,157.60323145508795,6509.013459095132,1
300.8,312.0,40.0,175,156.66075365901102,6266.430146360441,1
300.8,312.0,49.3,177,144.7227015753698,7134.82918766573,1
300.7,311.9,47.7,179,148.59733251479722,7088.0927609558275,1
300.7,311.9,39.7,181,153.10028198494257,6078.08119480222,1
300.8,312.0,45.0,183,151.84364492350667,6832.9640215578,2
300.7,311.9,46.5,186,145.4557398612074,6763.691903546144,0
300.7,311.9,28.2,191,177.70942443806263,5011.405769153366,2
300.7,311.9,57.1,194,139.80087308474577,7982.629853138984,1
300.7,311.9,42.0,196,154.5663585566178,6491.787059377948,1
300.6,311.7,43.6,198,156.76547341413067,6834.974640856098,1
300.6,311.6,29.2,200,174.77727129471214,5103.496321805595,2
300.6,311.6,48.0,203,152.36724369910496,7313.627697557038,1
300.7,311.7,38.4,205,156.97491292437,6027.836656295807,1
300.7,311.8,41.9,207,154.77579806685713,6485.105939001313,1
300.8,311.8,21.8,209,201.89968787070404,4401.413195581348,1
300.8,311.9,28.3,211,169.75072304896847,4803.9454622858075,2
300.8,311.9,44.3,214,141.99998794225866,6290.599465842058,2
300.8,311.7,46.4,217,156.03243512829306,7239.904989952798,1
300.8,311.7,31.4,219,165.24777357882311,5188.780090375046,1
300.8,311.7,31.3,221,176.03390835614806,5509.861331547434,1
300.8,311.8,43.4,223,148.3878930045579,6440.034556397813,1
300.7,311.7,40.0,0,160.43066484331877,6417.22659373275,2
300.7,311.7,38.9,3,156.97491292437,6106.324112757992,2
300.8,311.7,45.8,6,149.9586893313528,6868.107971375957,1
300.8,311.7,29.0,8,183.57373072476358,5323.6381910181435,1
300.8,311.7,49.0,10,148.0737337391989,7255.612953220746,1
300.8,311.7,32.2,12,173.31119472303692,5580.620470081789,1
300.8,311.6,35.6,14,158.7551487614042,5651.683295905989,1
300.8,311.7,45.5,16,149.33037080063482,6794.531871428884,1
300.8,311.7,39.4,18,154.88051782197678,6102.292402185885,1
300.7,311.5,36.4,20,164.30529578274619,5980.712766491961,2
300.8,311.6,36.0,23,164.2005760276265,5911.2207369945545,1
300.9,311.8,24.5,25,192.99850868553295,4728.4634627955575,2
300.9,311.9,40.9,28,154.98523757709646,6338.896216903245,2
301.0,312.0,36.8,31,151.52948565814768,5576.285072219835,1
301.0,311.9,41.9,33,152.2625239439853,6379.7997532529835,1
300.9,311.9,56.1,35,137.18287920675428,7695.959523498916,2
300.9,311.9,38.0,38,158.44098949604523,6020.757600849719,0
300.9,311.9,16.5,43,224.1002759560719,3697.654553275186,0
301.0,312.1,49.9,48,144.1991027997715,7195.535229708598,1
301.0,312.1,32.3,50,165.98081186466072,5361.180223228541,1
301.1,312.2,42.6,52,156.1371548834127,6651.442798033381,0
301.0,312.2,59.0,57,132.36577047124993,7809.580457803746,1
301.0,312.2,47.0,59,143.6755040241732,6752.7486891361405,1
301.0,312.2,39.9,61,158.12683023068624,6309.260526204381,1
300.9,312.1,40.2,63,149.01621153527586,5990.451703718089,1
301.1,312.3,35.3,65,153.3097214951819,5411.83316877992,1
301.0,312.2,35.9,67,167.76104770169493,6022.621612490848,1
301.0,312.2,32.6,69,170.58848108992575,5561.18448353158,2
300.9,312.2,23.2,72,189.64747652170382,4399.821455303529,1
300.9,312.1,28.8,74,179.17550100973787,5160.254429080451,1
300.9,312.1,48.6,76,135.8215223901987,6600.925988163657,2
301.0,312.1,46.1,79,147.13125594312197,6782.7508989779235,1
301.1,312.2,54.9,81,146.2934979021647,8031.513034828841,1
301.1,312.3,29.7,83,176.13862811126774,5231.317254904651,1
